Sujeto,Relación,Objeto
Thomas Hutchinson,position of,Lieutenant Governor of Massachusetts
Thomas Hutchinson,occupation,wealthy merchant
Thomas Hutchinson,position of,chief justice of Massachusetts
Andrew Oliver,relation to,Thomas Hutchinson's brother-in-law
Andrew Oliver,position of,stamp distributor
Ebenezer MacIntosh,occupation,shoemaker
Ebenezer MacIntosh,role of,chief organizer of Pope's Day
Francis Bernard,position of,Governor of Massachusetts
Boston's Liberty Tree,location of,Andrew Oliver's resignation
Samuel Adams,relation to,John Adams's cousin
Charles Townshend,position of,king's chief minister in 1767
John Dickinson,occupation,Philadelphia lawyer
John Dickinson,author of,Letters from a Pennsylvania Farmer
Lord Hillsborough,position of,secretary of state for the colonies
Crispus Attucks,occupation,free black sailor
Crispus Attucks,participant in,Boston Massacre
Boston Massacre,date of,"March 5, 1770"
Lord Frederick North,position of,chief minister
Richard Henry Lee,occupation,prominent planter
William Tryon,position of,Governor of North Carolina
Battle at Great Alamance Creek,year of,1771
Milcah Martha Moore,place of residence,Philadelphia
Henry Laurens,place of residence,South Carolina
Stamp Act protests,year of,1765
Townshend Duties,year of introduction,1767
Massachusetts assembly circular letter,date of adoption,February 1768
Boston firebrand,year of statement,1774
Arthur Lee,occupation,Virginia aristocrat
Arthur Lee,contributor to,Virginia Gazette
Arthur Lee,year of contribution,1767
Samuel Johnson,occupation,English literary lion
John Allen,occupation,Baptist minister
John Allen,place of residence,Massachusetts
Phillis Wheatley,occupation,African-born poet
Phillis Wheatley,place of residence,Massachusetts
Phillis Wheatley,correspondent of,Samson Occom
Phillis Wheatley,year of correspondence,1774
Samson Occom,occupation,Native American minister
Samuel Sewall,occupation,Puritan judge
Samuel Sewall,author of,pamphlet of 1700 denouncing slavery
Samuel Sewall,year of publication,1700
Baron Charles-Louis de Montesquieu,occupation,French Enlightenment philosopher
Baron Charles-Louis de Montesquieu,author of,The Spirit of the Laws
The Spirit of the Laws,year of publication,1748
Adam Smith,affiliation,Scottish Enlightenment
Adam Smith,author of,Theory of Moral Sentiments
Theory of Moral Sentiments,year of publication,1759
Benjamin Lay,religious affiliation,Quaker
Benjamin Lay,place of activity,Pennsylvania
Benjamin Lay,period of activity,1740s
John Woolman,religious affiliation,Quaker
Anthony Benezet,religious affiliation,Quaker
Society of Friends,action in 1774,ban slaveholding by its members
Society of Friends,year of ban,1774
Benjamin Franklin,number of slaves owned,five
Benjamin Franklin,collaborator of,Anthony Benezet
Benjamin Franklin,member of,Society for the Relief of Free Negroes Unlawfully Held in Bondage
Benjamin Franklin,position of,president of Society for the Relief of Free Negroes Unlawfully Held in Bondage
Society for the Relief of Free Negroes Unlawfully Held in Bondage,characteristic,America's first abolition society
Society for Effecting the Abolition of the Slave Trade,place of creation,London
Society for Effecting the Abolition of the Slave Trade,year of creation,1787
Society for Effecting the Abolition of the Slave Trade,founding members,Quaker and Anglican reformers
Société des Amis des Noirs,country,France
Société des Amis des Noirs,characteristic,France's first abolition society
Société des Amis des Noirs,year of appearance,1788
Enslaved Africans in Massachusetts,action from 1770s,filed successful lawsuits
Boston slaves,year of first known petition for complete abolition,1773
Boston slaves,author of,petition for complete abolition in 1773
Tea Act,year of enactment,1773
Tea Act,beneficiary,East India Company
Lord North,role in,Tea Act
Thomas Hutchinson,place of birth,Massachusetts
Thomas Hutchinson,position of,governor of Massachusetts
Boston Tea Party,date of occurrence,"December 16, 1773"
Boston Tea Party,location,Griffin's Wharf
Boston Tea Party,value of tea destroyed,"£11,000"
King George III,role in response to,Boston Tea Party
Lord North,role in response to,Boston Tea Party
Coercive Acts,year of enactment,spring of 1774
General Thomas Gage,position of,commander of British forces in America
General Thomas Gage,position of,governor of Massachusetts (replacing Thomas Hutchinson)
Quebec Act,southern boundary established,Ohio River
Continental Congress,date of assembly,September 1774
Continental Congress,location of assembly,Philadelphia
Continental Congress,colonies represented,New Hampshire to South Carolina
Continental Congress,number of delegates,55
John Adams,delegate from,Massachusetts
Samuel Adams,delegate from,Massachusetts
John Adams,relation to,Samuel Adams (cousin)
George Washington,delegate from,Virginia
Patrick Henry,delegate from,Virginia
James Wilson,delegate from,Pennsylvania
John Dickinson,delegate from,Pennsylvania
Roger Sherman,delegate from,Connecticut
Continental Association,author organization,Continental Congress
Continental Association,estimated number of committee members,"7,000"
William Bull,position of,lieutenant governor of South Carolina
First Continental Congress,number of governors who disbanded assemblies,Six
Massachusetts Provincial Congress,action,called for companies of minutemen
General Thomas Gage,position of,governor of Massachusetts
Paul Revere,occupation,Boston silversmith
Paul Revere,companion during ride,William Dawes
Paul Revere,date of ride,"night of April 18, 1775"
Battle of Lexington,date of occurrence,"before dawn after April 18, 1775"
Battle of Lexington,location,Lexington village green
Battle of Lexington,number of minutemen,about 70
Battle of Lexington,American casualties,"8 dead, 10 wounded"
Battle of Concord,date of occurrence,"April 19, 1775"
Battle of Concord,location,Concord
Battle of Concord,British casualties on return to Boston,273 dead or wounded
Battle of Concord,American casualties on British return,about 95 dead or wounded
Colonel Ethan Allen,action,captured Fort Ticonderoga
Fort Ticonderoga,location,Lake Champlain
Battle of Bunker Hill,date of occurrence,"June 17, 1775"
Battle of Bunker Hill,actual location,Breed's Hill
Battle of Bunker Hill,location across from,Boston on Charles River
Battle of Bunker Hill,number of British soldiers involved,"2,500"
Battle of Bunker Hill,British casualty rate,almost 50 percent killed or wounded
"John Murray, Earl of Dunmore",position of,last royal governor of Virginia
"John Murray, Earl of Dunmore",author of,proclamation offering freedom to slaves (November 1775)
Dunmore's Ethiopian Regiment,uniform motto,Liberty to Slaves
Dunmore's Ethiopian Regiment,number enrolled,"between 800 and 1,000 blacks"
Dunmore's Ethiopian Regiment,percentage women and children,as many as 30 percent
Peyton Randolph,position of,Speaker of the House of Burgesses
Peyton Randolph,position of,president of the Continental Congress
Peyton Randolph,number of slaves who escaped,eight
Ethiopian Regiment,participant in,Battle of Great Bridge
Second Continental Congress,date of assembly,May 1775
Second Continental Congress,location of assembly,Philadelphia
Second Continental Congress,action,proclaimed militia units around Boston the Continental Army
George Washington,position of,commander of Continental Army
George Washington,age when appointed commander,43 years old
Second Continental Congress,amount of paper bills ordered printed,$2 million
Joseph Galloway,delegate from,Pennsylvania
Joseph Galloway,later affiliation,Loyalist
Joseph Galloway,author of,proposal for parallel legislatures
Olive Branch Petition,author organization,Continental Congress
Olive Branch Petition,recipient,King George III
King George III,action regarding Olive Branch Petition,refused to receive
Thomas Paine,author of,Common Sense
Thomas Paine,occupation,English radical and former artisan
Thomas Paine,date of arrival in Philadelphia,1774
Common Sense,date of publication,January 1776
Common Sense,number of copies sold in three months,"as many as 120,000"
Thomas Paine,participant in,American and French Revolutions
George Washington,reader of,Common Sense
Leif Erikson,founder of,Vinland settlement
Vinland settlement,location of,distant land west of Greenland
Vinland settlement,approximate year of establishment,990 CE
L'Anse aux Meadows,location of,northeastern coast of Canada
L'Anse aux Meadows,site of,Viking artifacts excavation
Viking artifacts excavation,decade of discovery,1960s
Feudalism,type of,social and economic system
Feudalism,dominant system in,medieval Europe
Black Death,type of,bubonic plague epidemic
Black Death,occurrence period,mid-fourteenth century
Black Death,death toll estimate,one-third to one-half of Europe's population
Black Death,contributor to,breakup of feudal society
Renaissance,type of,cultural change
Renaissance,characterized by,rebirth of art and learning
Renaissance,starting location,Italian city-states like Florence and Venice
Humanism,type of,intellectual movement
Printing press,innovation type,technology for book production
Pope Urban II,initiator of,crusade to free Jerusalem
Crusade,purpose of,free holy places of Jerusalem from Muslim control
Kingdom of Jerusalem,type of,temporary Christian kingdom
Kingdom of Jerusalem,location of,Palestine
Portugal,location on,western edge of Spain
Portugal,border with,Atlantic Ocean
