Sujeto,Relación,Objeto
fragata Britoz,trasportador de,desterrados de Chile al Perú
Vice-almirante Blanco,comandante de,escuadra chilena
escuadra chilena,cantidad de buques de guerra,cinco
escuadra chilena,cantidad de trasportes,cinco
ejército de tierra,cantidad de batallones de infantería,cinco
ejército de tierra,cantidad de compañías de artilleros,una
ejército de tierra,cantidad de escuadrones de caballería,uno
ejército de tierra,fuerza total,cerca de dos mil seiscientos hombres
José Manuel Borgoño,fecha de elevación a general,noviembre
José Manuel Borgoño,cargo de,jefe del estado
Alberto Bacler d'Albe,cargo de,ingeniero
Alberto Bacler d'Albe,rol de,ayudante de José Manuel Borgoño
Santiago Ballarna,cargo de,ingeniero
Santiago Ballarna,rol de,ayudante de José Manuel Borgoño
gobierno de Chile,monto de caudales disponibles en caja inglesa,"103,000 pesos"
compañías inglesas de minas,monto de adelanto,"100,000 pesos"
casa comercial Portales Cea y compañía,contratista de,manutencion de las tropas
contrato de manutencion,costo por cabeza,ocho pesos mensuales
contrato de manutencion,pago anticipado en efectivo,cuarenta mil pesos
contrato con Portales Cea y compañía,fecha de sanción,25 de septiembre de 1825
fragata de guerra María Isabel,nombre anterior,O'Higgins
fragata de guerra María Isabel,comandante,vice-almirante Mario Blanco
fragata de guerra Independencia,comandante,capitán M. Cobett
bergantín de guerra Aquiles,comandante,capitán Wooster
bergantín de guerra Galvarino,comandante,capitán Wynter
corbeta de guerra Chacabuco,comandante,capitán don Carlos García del Postigo
fragata Lautaro,tipo actual,trasporte
fragata Lautaro,comandante,capitán don Guillermo Bell
fragata trasporte Resolution,comandante,capitán don Manuel García
batallón número 1,comandante,don Pedro Godoi
batallón número 1,cantidad de hombres,430
batallón número 4,comandante,don Francisco
batallón número 4,cantidad de hombres,568
batallón número 6,comandante,don Manuel Riquelme
batallón número 6,cantidad de hombres,510
batallón número 7,comandante,don José Rondizzoni
batallón número 7,cantidad de hombres,467
artillería,comandante,sarjento mayor don Gregorio Amunátegui
artillería,cantidad de piezas,cuatro piezas de a 4
artillería,cantidad de hombres,80
escuadrón de Guías,comandante,teniente coronel don Francisco Horcoski
escuadrón de Guías,cantidad de hombres,143
batallón número 1,ubicación de origen,Concepción
batallón número 1,lugar de embarco,Talcahuano
transportes Ceres e Infatigable,función de transporte de,batallón número 1
batallón número 6,ubicación de guarnición,Osorno y Valdivia
Freire,fecha de partida de Santiago,14 de noviembre
Freire,lugar de partida,Santiago
Freire,comandante de,"tres batallones de infantería (7, 4, 8), artilleros, un escuadrón de caballería"
tropas de Freire,lugar de llegada,Valparaíso
tropas de Freire,duración de marcha,cuatro días
escuadra chilena,fecha de zarpe,25 de noviembre
corbeta Chacabuco,fecha de acercamiento a puerto de Ancud,25 de noviembre
corbeta Chacabuco,enviado a tierra,capitán don Manuel Velázquez
capitán Manuel Velázquez,participante de,motín en Ancud en febrero anterior
oficial chileno José Ojeda,destino,fusilado
José Ojeda,función en misión,distribuir proclamas del gobierno chileno
batallón número 6,función de guarnición en,provincia de Valdivia
tropas chilenas,lugar de desembarco inicial,isla de Mancera y fuertes de Niebla y el Corral
escuadra chilena,fecha de salida de Valdivia,últimos días de diciembre
convoy chileno,fecha de reunión completa,8 de enero de 1826
convoy chileno,lugar de reunión,ocho leguas de punta de Huechucucui
batería de la punta de la Corona,cantidad de cañones,cuatro
columna bajo mando del capitán Fijol,capturador de,batería de punta de la Corona
defensores de batería de la Corona,cantidad aproximada,treinta o cuarenta chilotes
castillo de Agüi,ubicación,más de dos leguas al sur de punta de la Corona
escuadra chilena,fecha de fondeo en bahía del Inglés,9 de enero
generales Blanco y Borgoño y coronel Beauchef,opositores a,plan de Freire de penetrar al puerto
plano del puerto de Ancud,autor,oficiales de la Descubierta y Atrevida
plano del puerto de Ancud,año de elaboración,1790
expedición de Malaspina,nombre de naves,Descubierta y Atrevida
instrucciones de operaciones,autor,Borgoño
instrucciones de operaciones,cantidad de artículos,diez
instrucciones de operaciones,fecha de distribución,22 de diciembre
sargento mayor de ingenieros Santiago Ballarna,autor de,Relación de esta campaña
Fortaleza de Agüi,ubicación,altura que dominaba todo el puerto
Fortaleza de Agüi,característica defensiva,ventajosa situación
Sendero de acceso a la fortaleza de Agüi,característica,íspero y estrechísimo
Sendero de acceso a la fortaleza de Agüi,capacidad de paso,dos hombres de frente
Comandante Pedro Godoi,cargo de comandante de,columna de doscientos a trescientos hombres
Coronel José Santiago Aldunate,cargo de comandante de,columna que atacó batería de Balcacura
Batería de Balcacura,ubicación,al sur de la fortaleza de Agüi
Batería de Balcacura,armamento,ocho cañones de grueso calibre
Mayor Manuel Velásquez,cargo de comandante de,piquete que tomó batería de Balcacura
Teniente Felipe La Rosa,cargo de comandante de,piquete que tomó batería de Balcacura
Bergantín Aguirre,comandante,vice-almirante Blanco
Vice-almirante Blanco,cargo de comandante de,bergantín Aguirre
Corbeta Itadepertencia,tipo de embarcación,buque del convoy
Corbeta Chacabuco,tipo de embarcación,buque del convoy
Bergantín Galvarino,tipo de embarcación,buque del convoy
Teniente Freman Oxley,ocupación,piloto norteamericano en marina chilena
Teniente Freman Oxley,causa de muerte,abordar lancha cañonera enemiga
Teniente coronel Juan Manuel Ulloa,cargo de comandante de,guarnición del castillo de Agüi
Quintanilla,destinatario de,proposiciones de paz de Freire
Batería de Poquillihue,ubicación,contornos de San Carlos
Batería del Muelle,ubicación,contornos de San Carlos
Batería de Campo Santo,ubicación,contornos de San Carlos
Batería de San Antonio,ubicación,al norte de San Carlos
Lanchas cañoneras realistas,cantidad,cinco
Sargento mayor de ingenieros Santiago Ballarna,cargo,encargado de abrir sendero con zapadores
Coronel Beauchef,cargo de comandante de,columna de mil hombres escogidos
General Borgoño,rol,asesor de operaciones militares
Fragata María Isabel (O'Higgins),ubicación previa,bahía del Inglés
Capitán Guillermo Bell,cargo de comandante de,ataque nocturno a cañoneras enemigas
Ataque a cañoneras enemigas,fecha de ocurrencia,noche del 13 al 14 de enero
Ataque a cañoneras enemigas,resultado,captura de tres lanchas cañoneras
Sargento mayor Manuel Velásquez,cargo de comandante de,guerrillas chilenas
Olivares,cargo,jefe de la batería de Poquillihue
Olivares,causa de muerte,fuego de artillería chilena
Ejército chileno,armamento de artillería terrestre,cuatro cañones
Lanchas cañoneras capturadas,armamento,dos cañones cada una
Capitán Guillermo De Vic Tupper,ocupación,oficial del ejército chileno
Comandante Manuel Riquelme,cargo de comandante de,batallón de reserva
Coronel Aldunate,cargo de comandante de,cuerpo de seiscientos hombres
Coronel Beauchef,cargo de comandante de,cuerpo de seiscientos hombres
Coronel Rondizzoni,cargo de comandante de,cuerpo de seiscientos hombres
Ejército chileno,lugar de desembarco,playa de Lechagua
Playa de Lechagua,distancia de,legua y media de San Carlos
Ejército chileno,lugar de acampamiento,lomas de Cuadros
Lomas de Cuadros,distancia de,poca distancia de las posiciones enemigas
Estero de Poquillihue,característica,fácil defensa
Bosque en flanco izquierdo enemigo,característica,tupidísimo
Trinchera de infantería realista,característica,sólida
Sargento mayor don Nicolás Maruri,comandante de,columna de tres compañías de cazadores
Coronel Aldunate,comandante de,compañías de granaderos en la vanguardia
Comandante don Tadeo Islas,comandante de,caballería realista
Mayor Tupper,comandante de,columna de granaderos
Teniente coronel don Hurtado,originario de,Chiloé
Capitán de artillería Arengren,comandante de,compañía del batallón n.º 8
Teniente de marina Oxley,condición de,oficial muerto en combate
Teniente coronel Ulloa,comandante de,fortaleza de Agüi
Coronel Ballesteros,ubicación en,Castro
Coronel español don Saturnio García,rol de,plenipotenciario de Quintanilla
Alcalde de Castro don Antonio Pérez,rol de,plenipotenciario de Quintanilla
Teniente coronel don José Francisco Gana,rol de,plenipotenciario chileno
Auditor de guerra don Pedro Palazuelos Astahuruaga,rol de,plenipotenciario chileno
Coronel don José Santiago Aldunate,cargo de,gobernador de la provincia de Chiloé
Sargento mayor de artillería don Gregorio Amunategui,receptor de,armamento y municiones en Castro
General Quintanilla,comandante de,ejército realista
General Freire,cargo de,director supremo
General Freire,cargo de,jefe del ejército expedicionario
General Borgofio,comandante de,grueso del ejército chileno
Batalla de San Carlos de Ancud,fecha de ocurrencia,15 de enero de 1826
Tratado de capitulación de Chiloé,fecha de firma,18 de enero de 1826
Ratificación del tratado de capitulación,fecha de ocurrencia,19 de enero de 1826
Juramento de independencia de Chiloé,fecha de ocurrencia,22 de enero de 1826
Juramento de independencia de Chiloé,lugar de ocurrencia,San Carlos
Provincia de Chiloé,condición política según tratado,parte integrante de la República de Chile
Castillo de Agüi,ubicación en,archipiélago de Chiloé
Fortaleza de Agüi,comandante en enero 1826,teniente coronel Ulloa
San Carlos de Ancud,lugar de,baterías realistas
Río Pudeto,ubicación geográfica en,Chiloé
Bella Vista,tipo de lugar,posición defensiva cerca de San Carlos
Poquillihue,tipo de lugar,línea atrincherada
Tantauco,ubicación geográfica,seis leguas al sur de San Carlos
Castro,tipo de lugar,ciudad en el interior de Chiloé
Carelmapu,ubicación geográfica,región vecina del continente
Maullin,ubicación geográfica,región vecina del continente
Batallón n.º 8,tipo de unidad,batallón de infantería chileno
Batallón número 4 de infantería,rol de,guarnición del archipiélago de Chiloé
Armisticio de cuatro días,duración de,cuatro días
Manuel Aniceto Padilla,acompañante de viaje,José Ignacio Creta
Manuel Aniceto Padilla,portador de pasaporte falsificado de,director O'Higgins
Manuel Aniceto Padilla,lugar de aprehensión,cordillera en la parte alta del valle de Putaendo
José Ignacio Creta,lugar de aprehensión,cordillera en la parte alta del valle de Putaendo
Manuel Aniceto Padilla,lugar de traslado,castillo de San Antonio en Valparaíso
Manuel Aniceto Padilla,receptor de donación de,director supremo O'Higgins
Manuel Aniceto Padilla,monto recibido,seis onzas de oro
Salvador Piña,cargo de,capitán del escuadrón de la escolta directorial
Manuel Aniceto Padilla,lugar de residencia oculta,casa en los afueras del barrio de la Cañadilla
Manuel Aniceto Padilla,escritor de,periódico El Cosmopolita
periódico El Cosmopolita,año de publicación,1822
Manuel Aniceto Padilla,lugar de servicio,San Juan
Manuel Aniceto Padilla,colaborador de,general Pérez de Urdinea
Manuel Aniceto Padilla,autor de,escrito de acusación contra O'Higgins
Juan Felipe Cárdenas,compañero de prisión de,Juan de Dios Martínez
Juan Felipe Cárdenas,año de prisión,1817
Juan de Dios Martínez,año de prisión,1817
Juan Cárdenas,autor de,artículo contra Manuel Aniceto Padilla
Juan Cárdenas,autor de,cuatro sueltas con el título Juan Cárdenas a lo que le hace Manuel Aniceto Padilla en una representación al tribunal de residencia impresa en El Tizón
Mariano Viji,autor de,opúsculo que llama a Padilla el sabio Padilla
José Miguel Infante,amigo de,Manuel Aniceto Padilla
Miguel Ureta,procesado en,conspiración de abril de 1820
Miguel Ureta,solicitante de juicio de residencia contra,coronel Quintana
Freire,cargo de,supremo director
Egaña,cargo de ministro de,Freire
comisión de organización de milicias,miembro,José Miguel Infante
comisión de organización de milicias,año de creación,1823
Manuel Aniceto Padilla,participante en,motín militar de Colchagua
motín militar de Colchagua,fecha de,julio de 1825
motín militar de Colchagua,lugar de extensión,Santiago
Manuel Aniceto Padilla,año de expulsión de Chile,1825
Ángel J. Carranza,nacionalidad,escritor argentino
Ángel J. Carranza,autor de,artículo en Revista de Buenos Aires tomo IS (1866)
Antonio Zinni,autor de,Historia de la prensa periódica
Historia de la prensa periódica de Lirriguai,lugar de publicación,Buenos Aires
Historia de la prensa periódica de Lirriguai,año de publicación,1883
Manuel Aniceto Padilla,año de regreso a Bolivia,1827
Manuel Aniceto Padilla,lugar de destierro,provincias argentinas de Jujuy y Salta
Manuel Aniceto Padilla,año de vuelta a Bolivia,1839
Manuel Aniceto Padilla,lugar de residencia final,Cochabamba
Manuel Cortés,autor de,historia de Bolivia cap. III
historia de Bolivia,lugar de publicación,Sucre
historia de Bolivia,año de publicación,1861
Luis Mariano Guzmán,autor de,Historia de Cochabamba
Historia de Cochabamba,año de publicación,1883
Ramón Sotomayor Valdés,autor de,Estudio histórico bajo la administración de Santa Cruz
Estudio histórico bajo la administración de Santa Cruz,lugar de publicación,Santiago
Estudio histórico bajo la administración de Santa Cruz,año de publicación,1874
general Santa Cruz,cargo de,presidente de Bolivia
general Santa Cruz,autor de,manifiesto El Manifiesto de Santa Cruz explica su rotundidad
