Sujeto,Relación,Objeto
Lengua chilena,número de géneros en sustantivos,un solo género
Palabra huentu,significado,macho en animales
Palabra alca,significado,macho en aves
Palabra dumo,significado,hembra
Lengua chilena,cantidad de números gramaticales,"tres números: singular, dual y plural"
Lengua chilena,cantidad de conjugaciones,una sola conjugación
Voz pasiva en lengua chilena,método de construcción,cambiar n final del verbo activo en ge
Palabra pataca,origen lingüístico,lengua quechua peruana
Palabra pataca,significado,ciento
Palabra guaranca,origen lingüístico,lengua quechua peruana
Palabra guaranca,significado,mil
Padre Valdivia,autor de,gramática de lengua chilena
Padre jesuita Andrés Febres,autor de,Arte de la lengua general del reino de Chile
Arte de la lengua general del reino de Chile,lugar de publicación,Lima
Arte de la lengua general del reino de Chile,año de publicación,1765
Padre franciscano fray Antonio Hernández de la Calzada,corrector de obra,Arte de la lengua general del reino de Chile
Edición corregida de Arte de la lengua general del reino de Chile,lugar de publicación,Santiago
Edición corregida de Arte de la lengua general del reino de Chile,año de publicación,1846
Compendio de gramática del padre Febres,lugar de publicación,Concepción
Compendio de gramática del padre Febres,año de publicación,1864
Padre jesuita Bernardo Havestadt,autor de,gramática chilena
Gramática chilena de Havestadt,parte de obra titulada,"Chili dugu, sive res chilenses"
"Chili dugu, sive res chilenses",lugar de publicación,Westfalia
"Chili dugu, sive res chilenses",año de publicación,1777
"Chili dugu, sive res chilenses",lugar de reimpresión,Leipzig
Lengua chilena,sonidos que carece,d y f
Padre Valdivia,momento de llegada a Chile,cincuenta años después de la Conquista
Lengua chilena,relación de afinidad con,lengua quechua del Perú: sin afinidad
Lengua chilena,relación de afinidad con,lengua tupí del Brasil: sin afinidad
M. Abel Hovelacque,autor de obra,La linguistique
La linguistique,lugar de publicación,Paris
La linguistique,año de publicación,1876
Abate don Juan Ignacio Molina,autor de,Historia civil de Chile
August Schleicher,autor de,"Uber die Bedeutung der Spruche, fur die Naturgeschichte des Menschen"
"Uber die Bedeutung der Spruche, fur die Naturgeschichte des Menschen",lugar de publicación,Weimar
"Uber die Bedeutung der Spruche, fur die Naturgeschichte des Menschen",año de publicación,1865
Tupac Yapanqui,conquistador de,parte norte del territorio chileno
tribus chilenas,carácter de,audaces y belicosos
tribus chilenas,situación política entre sí,sin vínculos de unión
tribus chilenas,forma de organización social,sin formar un cuerpo social con los teni
tribus chilenas,tipo de alimentación,caza y pesca
tribus chilenas,tipo de vestimenta,pedazos de pieles
tribus chilenas,práctica cultural,antropófagos
tribus chilenas,materiales para utensilios,"madera, piedra, huesos y conchas"
Imperio Inca,ubicación de capital,Cuzco
Imperio Inca,tipo de gobierno,poder absoluto y despótico
Imperio Inca,medio de expansión,conquistas militares
incas (soberanos del Imperio Inca),misión atribuida,civilizadora
Tupac Yupanqui,cargo de,inca
Tupac Yupanqui,período de reinado,"mediados del siglo XV, probablemente de 1430 a 1470"
Tupac Yupanqui,caracterización como,el más ilustre de los príncipes guerreros incas
Tupac Yupanqui,destino de expedición conquistadora,provincia de Tucumán
Tupac Yupanqui,territorio conquistado en Chile,valles septentrionales de Chile
Tupac Yupanqui,territorio conquistado específico,valle de Chile (Aconcagua y Quillota)
ejército peruano de Tupac Yupanqui,característica de soldados,"sobrios, sufridos para la marcha, sumisos"
ejército peruano de Tupac Yupanqui,duración de campaña en Chile,cerca de seis años
soldados del Inca,tipo de conducta,"no cometían muertes, ni robos, ni ultrajes"
valle de Chile (Aconcagua y Quillota),relación con nomenclatura,dio su nombre a todo el país
Miguel Cabello Balboa,autor de,Histoire du Pérou
Miguel de Olaverria,cargo de,sargento mayor en la guerra de Chile
Miguel de Olaverria,período de servicio,bajo el gobierno de Martín de Loyola
fray Baltazar de Ovando,también conocido como,fray Reginaldo de Lizárraga
fray Baltazar de Ovando,autor de,descripción histórica y geográfica del Perú y de Chile
fray Baltazar de Ovando,período de composición de obra,principios del siglo XVII
descripción histórica y geográfica del Perú y de Chile,lugar de conservación,Biblioteca Nacional de Madrid
Pedro Cieza de León,autor de,Crónica del Perú
Crónica del Perú (segunda parte),fecha de primera publicación,Madrid en 1880
Pedro de Córdoba Figueroa,cargo de,maestre de campo
Pedro de Córdoba Figueroa,autor de,Historia de Chile
mitimaes,definición de,indios trasladados de un lugar a otro del imperio inca
poblaciones sometidas por el Inca,tipo de tributo,moderado de las producciones de la tierra y de los metales
indios de Chile antes de influencia incaica,grado de desarrollo según el texto,tan bárbaros como las tribus más groseras que los conquistadores hallaron en América
indios chilenos según fray Baltazar de Ovando,característica religiosa,"no tenían a alguna, ni tuvieron por Dios ni al sol, ni a la luna ni a las estrellas"
indios chilenos según fray Baltazar de Ovando,tipo de vivienda,"casas redondas, mayores o menores como es la familia"
indios chilenos según fray Baltazar de Ovando,división de trabajo,las mujeres trabajaban en todo lo necesario
indios del sur de Chile,característica de dominación incaica,la dominación de los incas no se había hecho sentir
lago Titicaca,relación con fundadores míticos del Imperio Inca,lugar de aparición de dos personajes de origen misterioso
provincia de Tucumán,relación geográfica con territorio de conquista,punto de partida de expedición incaica a Chile
Chile (territorio),característica de población en valles septentrionales,"poco numerosa, repartida en estrechos valles"
peruanos bajo dominio inca,actividad económica principal,esencialmente agricultores
Diego Barros Arana,miembro de,Facultad de Humanidades de la Universidad de Chile
Luis Antonio Vendel Heyl,nacionalidad,francés
Luis Antonio Vendel Heyl,área de estudio,latín
Luis Antonio Vendel Heyl,área de estudio,cultura griega
Luis Antonio Vendel Heyl,miembro de,Facultad de Humanidades de la Universidad de Chile
Luis Antonio Vendel Heyl,cargo de,profesor del Instituto Nacional
Luis Antonio Vendel Heyl,autor de,libro que recopilaba trabajos de autores latinos
Luis Antonio Vendel Heyl,año de fallecimiento,1854
Diego Barros Arana,sucesor de,Luis Antonio Vendel Heyl en la Facultad de Humanidades
Diego Barros Arana,edad al suceder a Vendel Heyl,veinticinco años
Diego Barros Arana,autor de,elogio de Luis Antonio Vendel Heyl
Juan Gustavo Courcelle Seneuil,nacionalidad,francés
Juan Gustavo Courcelle Seneuil,ocupación,economista
Juan Gustavo Courcelle Seneuil,cargo de,profesor de economía política
Diego Barros Arana,estudiante de,Juan Gustavo Courcelle Seneuil
Diego Barros Arana,cargo de encargo,emisor de informe sobre exámenes en el Seminario Conciliar
Diego Barros Arana,año de informe sobre Seminario Conciliar,1857
Diego Barros Arana,autor de,ocho artículos publicados en El Ferrocarril
Revista Católica,publicación relacionada con,polémica sobre el Seminario Conciliar
El Ferrocarril,medio de publicación de,ocho artículos de Diego Barros Arana
Diego Barros Arana,cargo de,diputado suplente por Valdivia
Diego Barros Arana,opositor de,gobierno de Manuel Montt
Diego Barros Arana,lugar de exilio,Argentina
Bartolomé Mitre,lugar de residencia en período descrito,Buenos Aires
Bartolomé Mitre,relación con,Diego Barros Arana
Manuel Ricardo Trelles,relación con,Diego Barros Arana
Diego Barros Arana,lugar visitado en Argentina,Mendoza
Diego Barros Arana,lugar visitado en Argentina,Rosario
Diego Barros Arana,lugar visitado,Montevideo
Diego Barros Arana,lugar visitado,Inglaterra
Benjamín Vicuña Mackenna,compañero de investigaciones de,Diego Barros Arana
Diego Barros Arana,lugar de investigación,Museo Británico
Diego Barros Arana,lugar visitado,Francia
Diego Barros Arana,lugar visitado,España
Diego Barros Arana,lugar de investigación,Biblioteca Nacional de España
Diego Barros Arana,lugar de investigación,Biblioteca del Palacio Real
Diego Barros Arana,lugar de investigación,Biblioteca de la Real Academia de la Historia
Diego Barros Arana,lugar de investigación,Depósito Hidrográfico
Diego Barros Arana,lugar de investigación,Archivo General de Indias de Sevilla
Archivo General de Indias,ubicación,Sevilla
Claudio Gay,nacionalidad,francés
Claudio Gay,autor de,Historia física y política de Chile
Claudio Gay,autor de,Agricultura chilena
Claudio Gay,colaborador de,Diego Barros Arana en París
Diego Barros Arana,lugar visitado,Bélgica
Diego Barros Arana,lugar visitado,Holanda
Diego Barros Arana,lugar de investigación,archivo del general San Martín en Brunoy
archivo del general San Martín,ubicación,Brunoy
general William Miller,relación con,Diego Barros Arana
Diego Barros Arana,lugar visitado,Lima
Diego Barros Arana,editor de,Purén indómito
Purén indómito,lugar de publicación,Leipzig
Purén indómito,año de publicación,1862
Diego Barros Arana,atribución errónea de Purén indómito a,Fernando Álvarez de Toledo
Pedro de Córdoba y Figueroa,autor de,Historia de Chile
Diego Barros Arana,editor de obra de,Pedro de Córdoba y Figueroa en Colección de historiadores de Chile tomo 11
Colección de historiadores de Chile tomo 11,año de publicación,1862
Felipe Gómez de Vidaurre,autor de,Historia geográfica natural y civil del reino de Chile
Diego Barros Arana,autor de,Vida y viajes de Hernando de Magallanes
Diego Barros Arana,colaborador en,Cuadro histórico de la administración Montt
Cuadro histórico de la administración Montt,año de publicación,1861
Cuadro histórico de la administración Montt,coautores,"Diego Barros Arana, Domingo Santa María, Victorino Lastarria y Marcial González"
Cuadro histórico de la administración Montt,período descrito,1851 a 1861
Diego Barros Arana,miembro de,Universidad de Chile
Diego Barros Arana,cargo de,rector del Instituto Nacional
Diego Barros Arana,año de designación como rector del Instituto Nacional,1863
Instituto Nacional,número aproximado de estudiantes en 1863,ochocientos
Diego Barros Arana,edad al asumir rectoría del Instituto Nacional,treinta y tres años
José Joaquín Pérez,cargo de,gobierno durante período mencionado
Instituto Nacional,ramos de estudio tradicionales,"latín, religión, filosofía"
Instituto Nacional,ramos agregados desde 1843,"gramática castellana, francés, geografía, cosmografía, historia, matemáticas elementales y literatura"
Instituto Nacional,carreras universitarias impartidas,"derecho, medicina y matemáticas"
fray Reginaldo de Lizárraga,autor de,Descripción breve de toda la tierra del Perú Río de la Plata y Tucumán Chile
Huaina Capac,relación familiar de hijo de,Tupac Yupanqui
Huaina Capac,sucesor de,Tupac Yupanqui
río Biobio,límite de,conquistas incas en Chile
Huaina Capac,año de fallecimiento,1520
Huáscar,relación familiar de hijo de,Huaina Capac
Atahualpa,relación familiar de hijo de,Huaina Capac
Huáscar,rival de,Atahualpa
río Maule,límite austral de,Imperio de los incas
Pedro Cieza de León,autor de,Crónica del Perú
Crónica del Perú primera parte,año de publicación,1553
Diego Fernández,autor de,Historia del Perú
Diego Fernández,también conocido como,El Palentino
Historia del Perú de Diego Fernández,año de impresión,1571
Miguel Cabello Balboa,autor de,Miscelánea austral
Miscelánea austral,año de finalización,1586
Miscelánea austral,lugar de finalización,Lima
padre Blas Valera,ocupación,jesuita español
inca Garcilaso de la Vega,autor de,"Comentarios reales de los incas, reyes que fueron del Perú"
